Review Text,Sentiment,Fit,Fabric,Color,Style,Cost
"I have to agree with the first reviewer! i really loved the color of this dress and could almost have overlooked the lack of a lining, but when i felt the fabric expecting a nice lush silk, instead getting what felt like a polyster instead i couldn't justify it for the price. i really liked the fact that a maxi came in petite sizes as well, but just couldn't get over the poor quality for that price so back it goes! 

i hope the team members or buyers at retailer are reading these reviews",-1,,-1,1,,-1
"Fabric felt and looked cheap.  hem was completely frayed, all the way around, perhaps purposely, but ratty looking, all the same.",-1,,-1,,-1,
"Looks great, the material feels great but when i put this dress on for the first time today it fell apart at the seams in the rib cage area. total disappointment! i had purchased this on sale for my graduation and was getting ready to walk out the door when i saw two holes on each side!",-1,,-1,,,
"I was so excited to purchase this dress; i love all shades of grey for winter clothing, i love knits, and i have loved other maeve dresses. however, i simply cannot fathom how poorly this is designed--it fits absolutely nothing like it appears to on the model, to the point that i wonder if i might have received a defective dress.

for reference, i am 5'5"", slender and small-boned but also curvy (hourglass). my bust is 36 c, hips about 37-38. i normally wear a small in maeve dresses. maybe it's j",-1,-1,,,,
"Love the print and was looking forward to this dress. the length and bust are just right in normal sizing, however the 'swing' effect is all off. there's so much fabric. its like wearing a moo moo. not at all flattering. disappointed in this one.",-1,1,,,-1,
Where o where did the old pilcro ankle stet go??? these are a cheap impersonator. the denim used to be thick which really did wonders for the fit and overall appearance of how the denim lays over your lower half. the last 3 pairs of pilcro stets i've ordered have gone right back because they are nowhere close to the greatness they were originally. the pockets on these jeans sit so so low- completely unflattering. the ankles are significantly smaller circumferentially. the old stet ankle jeans ha,-1,,-1,,,
"Waist is tight and thighs and legs are not. -not flattering- ankle opening is too small, and they have a funny smell.",-1,-1,,,,
"This is exactly the same cut as the breton peasant blouse, which i also ordered. it's extremely tight thru the bust and the sleeves are very wide at the top which adds width to the look of this blouse. it added 20 pounds! the print is beautiful. the ruffles are trimmed with a golden colored thread which is a beautiful detail. i ordered size large and am well endowed. steer clear if you have a bust.",0,-1,,,0,
"This dress looks amazing on-line. in person the arm ruffles are much larger and stick out, and the dress at the bottom makes you look like strawberry shortcake. too much all over ruffling at the chest and is not flattering. pattern is dizzying in person. 

very thin multi layer dress. should be better material and quality for this price. save your money and shipping.",-1,,-1,,-1,-1
"This top is beautiful online and in person. i am in no way a large full figured gal, but i did order an xl. reading the past review and wanting an airy fit i ordered a larger size. this shirt is horribly tiny in person! the xl regular fit looked like an xs. have no idea if this particular shirt sent to me was miss sized or what. will take back. other than fit, the shirt is very beautiful in every way.",0,-1,,,1,
"I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee, it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet",-1,-1,,,,
"This is an absolutely beautiful dress, but arrived with several holes in it!",-1,,,,,
"I wanted to love this dress because the fabric is fun, but i could not find a way to make the drawstring waist look like anything but a potato sack.the model has her hands hiding the lack of a waistline",-1,,1,,-1,
"I was extremely disappointed with the quality of this product. as soon as i put this tunic, the right tie loop detached from the garment. i could return it but the point of shopping online was to avoid the hassle of going to the store. the price of the item does not justify the low quality of the final product.",-1,,-1,,,-1
I just received this dress wadded up in a bag. it is nothing like the colors shown on line. in the picture it appears blue and white. in actuality it is teal and a funky color of beigey pink. the top is see though but it does see have a slip under the skirt. will be sending it back and again remind myself why i shouldn't try to buy a dress on line.,-1,,-1,-1,,
"Bummed out.. this is super cheaply made and very expensive... the design is different , the color is beautiful, but the material is a different story.. it should be priced at the most 30 bucks.. not 128.. i'm returning them. also, they run very big..!",-1,,-1,1,1,-1
"It runs large. loose or oversized tops don't bother me so i thought it would be fine, but this just made me look wider then i am. is thin and too sheer for me as well. it was just so unflattering. i had to return it.",-1,-1,-1,,,
"I loved the design and look to this shirt, but it ran way big for me. i loved the forgiving fit, but it just wasn't flattering at all. i even went down one size and it still was huge. sad to send this one back.",-1,-1,,,,
Seems there was a design defect in this item--sleeves are way too tight and hardly go on without ripping the shirt. i have pretty thin arms so it's hard to imagine this not happening on anyone. too bad because it's otherwise a very nice top.,0,-1,,,,
"I love the idea of this top and ordered it in white. it is a great design and proportion is nice with jeans. the front is off white t shirt material with a pocket and the back is a light grey heathered panel. i am returning it as it is very thin and the quality is cheap looking. if the grade of material had been a bit thicker and better made, then it would have been a winner!",0,,-1,,1,
"This is a beautiful kimono but just isn't made well. the one i received already had a couple small holes and a pull in the thread that was very noticeable. after reading the additional reviewer who wore it an hour and it was already pilling, it is going back for good. such a shame!",-1,,-1,,,
"I loved this dress and the color. i wanted to wear it to my niece's wedding. i usually wear a medium but couldn't get it on. the large was perfect in the top but too tight in the hips for a wedding even with spanks. the xl was perfect is the hips in that it didn't cut, but the top was huge. i really don't understand the sizing of this dress at all.",-1,-1,,1,,
"This is not a kimono. it's a cocoon. there's a huge difference.

it's also not made very well.",-1,-1,,,,
"It's sheer, the design /print is casual, but on silk like material. had it been made out of cotton would have definitely kept it! who is going to wear this in the blazing heat of summer???",-1,,-1,,,
"This shirt is so small. i am not sure who came up with the sizing but you have to go up several sizes to get a comfortable fit. don't waste your time on this shirt. such a shame, it could have been very cute.",-1,-1,,,,
"I had loved this on-line when i saw the pretty floral pattern. however, in person, it is such a disappointment. the quality of the fabric and the fit are just very poor.",-1,-1,-1,,,
"I should have listened to the reviews that said this top was too boxy, but i didn't believe them and bought it anyway. i was wrong! this top is so boxy and wide, just awful.",-1,-1,,,,
"I'm normally a small in retailer tops. i ordered a small, and the top fit well in the shoulders and in the upper (more fitted) part. it all went horribly wrong from there. the top billowed out at the bottom and fit like a circus tent, instantly adding a good 50 pounds to my frame. this was such a disappointment, as the pattern is beautiful and the fabric is high quality.",-1,-1,1,,1,
"The photos online make it look like a comfortable, relaxed, lightweight early fall/spring cardigan. when it arrived it looked very wrinkly and there is no ""shimmer"" as far as i can tell. i tried using my steamer to get some of the wrinkles out, but it didn't work. it looks too rumpled and i don't want to wear something that looks like i just rolled out of bed.",-1,,-1,,,
This sweater is the perfect sweater except for one thing.....it sheds everywhere. i can simply pick up the sweater and shake it in one hand and 40 large pieces of lint go everywhere on the ground and on you. if you like dark jeans- don't purchase. before i walked out of the store- the salesperson had to use a delineator on me- it was hysterical. sheds so much,-1,,-1,,,
Purchased this item on sale-received it and it had two huge holes on the side.not possible to repair. very disappointed in lack of quality control. :(,-1,,,,,
"I ordered this top based on the photos. this looked unique and beautiful, plus i've loved past designs by this brand. i thought this would be nice for summer. there isn't a straight-on view of the front of the top for a reason. the model is turned to the side and there is one black flower that stands out below her chest, away from the border of the rest of the flowers. the flower looks kind of like a bee. i believe she is either wearing a size larger or pulling down the top to mask the problem.",-1,-1,,,,
"I have always bought interesting, pretty, wearable dresses for my daughters at retailer. now the dresses are just retro funky. sad to see.",-1,,,,-1,
"The photos don't look it, but the one i received was a cropped length. the bottom of the sweater's longest parts didn't even reach the top of my mid-rise pants. and i'm 5'3"" so it wasn't that the model is a lot shorter than me unless their models are 4' tall. 

disappointed since i wasted my retailer discount on this!",-1,-1,,,,
"Ugh, i was so disappointed with this shirt. i was so excited when i saw it online and thought it would be a perfect summer shirt with the light colors and the flower print. unfortunately it falls flat and i understand now why they don't have a straight on photo of the shirt, its very plain and lays very unflatteringly. it's definitely missing something in the front. i typically wear a small to an extra small and i ordered this in an extra small and would have needed an xxs if i hadn't returned i",-1,-1,,,,
The print doesn't necessarily works for everybody.,-1,,,,-1,
"The fit is so bad and the construction is very poor. i'm 5'1'', 100 lbs, ordered xxs petite. 

first of all, when i button this, there is extreme gaping going on. the vest runs narrow, yet tall?it shifts up my torso if i move at all, making the gaping even worse.

the ""skirt"" at the bottom is made of a very cheap, thin, slightly sheeny material that you would find at a flea market. it arrived unbelievably wrinkled and crumpled, and it was just so thin. it did not meet as closely in the middl",-1,-1,-1,,,
"I wanted to love this, but instead of being a flowy kimono top as pictured- it was a thick blazer type garment. not at all what is pictured here unfortunately. also it was much shorter than pictured and i am only 5'4''. 

love most retailer styles, but this one was a miss and a return.",-1,-1,-1,,,
Runs large and it also had a small hole in the back had to return it.,-1,-1,,,,
"Love the shape and flow of this dress. but i was sent a dirty stained dress so this is going back.

would not recommend",-1,,,,1,
"Per the other reviews i sized up and got the medium. it was still tight around the girls (and i'm not that well endowed), but too big in the armholes. the fabric is a kind of thin tee shirt material. i kept it (because i'm lazy) but not sure how much i'll wear it given the strange fit.",0,-1,-1,,,
"When you look at the online pictures of the navy colored dress, the stripes are diagonal. however, that is not the case with the dress in person. the stripes are all horizontal and not that flattering. such a bummer because i love maeve dresses and thought this would be a great addition to my summer dress rotation. alas, not very flattering, so back it goes.",-1,,,,-1,
"I really loved this vest online and decided to try it on in store. it was really cute on and fit nicely so i purchased it (in my normal size) and took it on a vacation. first time wearing it and the color transferred all over my white shirt even though it says it is pre-washed. i am very disappointed considering how expensive this was. overall, it is very cute but it may ruin your clothes so beware!",-1,1,,-1,,-1
"According to the label, this dress can be hand washed or dry cleaned. i hand washed and line dried per the instructions on the label, and all the seams have completely shrunk and gathered. it looks like there's a drawstring running through every seam. so disappointed in the quality and the labeling. awful! i gave it one extra star because it's cute.",-1,,-1,,1,
"Fell in love with this dress when i saw it online and ordered it right away. however i was sadly disappointed once it arrived. while the cut is cute, the fabric is just all wrong. i was expecting a nice, heavy knit-like material, but this feels and looks really cheap - especially given the price of the dress. sadly it is going back.",-1,,-1,,1,-1
"Again, nope. looks chic on the model, looked like a floor-length flannel nightgown on me. if you'd put a bonnet on me and stuck a candlestick in my hand, i could double for ebenezer scrooge in ""a christmas carol."" i believe the word i used to describe it when i tried it on was ""shmata"" (yiddish for ""rags). it looked like i was wearing a rag. the ruching didn't do anything to flatter my figure, the knit did not seem terribly warm for a sweater (felt more like rayon or nylon jersey than a knit swe",-1,,-1,,-1,
"Here's an example of lowering a hemline and slapping the term 'petite' on it. too much fabric, was bulky, and ran too small. the fabric was thin and pulled awkwardly over the bust. returned..",-1,-1,-1,,-1,
"I knew that the cut of this shirt was boxy, but this is huge.  i wear a l or xl at retailer, and i got the m/l and was swimming in this top.  sadly, this will be going back.",-1,-1,,,0,
"Soooo disappointed in this dress. the colors are beautiful for fall. the fabric feels luxe. the slip fits perfectly. the dress however is a hot mess. it is easily two times more fabric than needed to create a flow-y aline dress. huge everywhere. under the arms, and waist and hips. it's just an enormous tent. i am 5'8"", 128 lbs. i ordered my usual size small. i looked shapeless in this. i can't think of any body type it would flatter. potentially, women quite far along in their pregnancy.",-1,,1,1,-1,
"Love the color and overall design of this dress...but it's just going to have to go back. the view from the direct front and back are nice, but froth side the high waist and secure back make me look pregnant. not the look i'm going for especially at this price.

the other oddity is that the white circle design is unfortunately placed! in the back it's all i see which is 'right' on a bulls-eye and the same on the front. i don't know how the designer missed this! it's the only white design on th",0,,,,-1,-1
"Not at all tapered at waist as suggested here by photos. i have wide shoulders and am slim, and this made me look big all around. i am doubtful a smaller size would correct this- i am 5'10"" and ordered a medium. also, it curls under a bit at the waist. one nice thing about the cream is that it is not see through. anyway, i purchased this to go with high waisted skirts but am returning.",-1,-1,,,-1,
"I ordered the top from a store to have it shipped. 
it is very pretty but once on, it fit the wrong way. i got a small because i know that this designer tends to run tight across the bust. 
the shoulder was too rounded for this neck line. sleeves should have been either longer or sleeveless. the empire waist even on a smaller busted woman like myself was cut too high.",-1,-1,,,-1,
This blouse has a very cute style. the ruffles are really nice but why does it have to be so sheer? there is no way i could wear this to work without a cami. it also felt slightly on the small size - almost too tight for my normal size.,-1,-1,-1,,1,
"I wanted to love this top. perfect weight, length, and shape. unfortunately, the seam goes right through the bust and just does not look right. if you are tiny on top, this will be lovely on you.",0,1,,,0,
The shirt does have a weird yellow tinge as other reviewers have described. i could get over that if the shirt was a flattering fit which it was not. not worth the money so i returned it.,-1,-1,,-1,,-1
"Such a pretty fall sweater. nice fit. wore it once out shopping and it snagged :( had to return, sadly.",0,1,-1,,1,
"The color of this dress is gorgeous and i really wanted to love it. but, it was awful. i am 5'9'' and the length was fine. the problem is the lack of shape which made me look 50 - 100 lbs heavier than i am. it would make a great maternity dress since that is what it already looks like.",-1,,,1,-1,
"Awful color, horribly wrinkled and just a mess...so disappointed",-1,,-1,-1,,
"I found this piece very boxy and not very feminine. i tried to make it work but i just wasn't feeling it the material is thin and the design is boring. unfort, it wasn't for me.",-1,,-1,,-1,
Ordered this in white and the peachy color- the armholes were gaping. not well designed. i don't recommend this tee at all.,-1,-1,,0,-1,
"I loved the idea of this dress and was hoping it would be worth the astronomical price tag for what really is a cotton jersey dress. unfortunately, this dress missed the mark. in the pictures this dress looks like the fabrics are navy blue and some sort of white. well, it is not white or whitish at all but baby pink! bright baby pink! even the light pattern on the navy background is actually pink. huge disappointment. my other issue is with the length of this dress. the description says that the",-1,-1,0,-1,,-1
Really cute suit but way too small up top. not enough coverage under arms and across bust.i wish retailerpolgie carried bathing suits in the stores so they can be tried on. this is the 2nd suit i have ordered that had to be returned. i wont order a bathing suit again as its just to much of a risk.,-1,-1,,,,
"The dress is not the beautiful color in the picture...it is a very yellowish cream. the fabric is thick and does not
hang pretty. very disappointed. had to return it.",-1,,-1,-1,,
"The dress is really frumpy standing up. something about the bottom tier of lace just turns it into a frumpy maw-maw nightgown. the lace is really pretty, though",-1,,,,-1,
"Had high hopes for this seemingly cute skirt to use as a basic in my spring and summer outfits. however, that was not the case. this skirt is not lined and the material is so so. basically, for the price, i was underwhelmed and will return it.",-1,,-1,,-1,-1
"I was so excited for this dress to arrive, but when it did, it was a major disappointment. there is no lining on the skirt portion of the dress leaving it sheer. also, the top part along the chest puckered in a weird unflattering way. the colors were beautiful, but not enough to to make up for the other design flaws. i am 5'6"" 140lb and the small fit tts. will be sending it back",-1,1,-1,,-1,
Poor quality. i expected much more from the material.,-1,,-1,,,
"Wow! this sure is close fitting, as in suction cups to your body! yikes, definitely not forgiving for those of us with curves. to me, it seems like the material will wear well. i bought this for a great sales price so i may keep it, not sure. it would work fine as a layering piece but if i gain even 5 lbs, it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.",0,-1,1,,,
"This is way cuter on the model. it runs so big that it is very unflattering. perhaps on someone tall it would look better, but sadly it looked dumpy on my 5'2 frame. it also arrived with some black stain on it. it is going back.",-1,-1,,,,
"I ordered this in size xl in ivory. it was a drab, poorly-made, too-small sweater. the knit material wasn't good quality and the overall fit didn't work. i liked the light red color and maybe if that had been in stock, then i would have overlooked the problems. but, there are better ivory retailer cardigans available. this was returned.",-1,-1,-1,,,
"I really loved this skirt on the model, but it just wasn't flattering when i received my order. i ordered two sizes - 2 and 4. i am 5'4, athletic build and the front closure made my waist look much larger than it is. the back of the skirt also flared out more than i expected it to. 

sadly, i had to return both. perhaps this would look better on someone with a much taller frame.",-1,,,,-1,
I ordered these a size up because i'd just had a baby and knew i needed a bigger size. my pre-pre baby size (chubby phase) were size 8/29. these fit like a size 4. way too small. very disappointed!,-1,-1,,,,
"Loved the color and the deshn. but when i put on, did not look right. waist was too short and the arms were long.",0,-1,,1,1,
"As others have said, this is cropped, so will look funny with most pants that aren't high waisted. i'm going to try it with a few dresses before i return it. the lining is adorable, so i don't want to have to send it back.",0,,,,1,
"I love the color patterns and fabric.  it has full lining!  my biggest problem with the dress is the swing style - makes it more like a maternity dress and so unflattering?  a straight (shift) style would have been much better.  dress runs large, however the arm/shoulder area is tight.",0,-1,1,1,0,
It is a beautiful top but runs huge!!! i followed other reviews and ordered a size down hoping it would work but it was totally unflattering! i wanted so bad to love it but there was no way i could keep it!!,-1,-1,,,1,
"Based on the other reviews, i sized down from my usual 6p to a 2p, but this dress was still ridiculously huge and extremely unflattering. i could tell the minute i took it out of the package it wouldn't work. i can't imagine this would flatter very many people. the front photo of the model is incredibly deceptive. very disappointed--this will be going back for sure.",-1,-1,,,-1,
"I want to be the person who lounges like the model...but this was huge and more wool-feeling than the lightweight shawl i was hoping for. i am an 8, got the xs/s it was the right size....i returned it.",-1,-1,-1,,,
"Based on the strength of the other reviews, i thought this sweater would be amazing, but i was disappointed. the knit is very thin, cheap looking and weak that it won't last a season undamaged. it reminds me of a duster i bought 15 years ago at a discount fast-fashion retailer when i was a student. sloppy looking with lots of creases out of the package. collar is odd and the sleeve openings have an annoying flare. the drape is not structured enough--everything about this screams over priced bath",-1,,-1,,-1,-1
"I never leave reviews for anything but this dress was such a complete miss. first off, it's about 3 sizes too big. second off, it's knitted with a metallic thread that you can't really notice in the picture. i'm usually a medium and feel an xs would be sufficient.",-1,-1,-1,,,
I ordered this online and was disappointed when it arrived. it didn't look quite like it does in the photos online. it also runs small. i returned it because i did not feel it was worth the high price.,-1,-1,,,,-1
Does not look like the picture. lined with a cheap denim fabric inside that shows when arms are rolled up. i normally always fit in mediums and this jacket is so small in the arms as well as body that it fit like a xs.,-1,-1,-1,,,
"I love deletta and regularly search for their items here on retailer. however, this one is a miss as i think it runs small or you need to be taller and thinner then i for the gathering, opening to hit you right. i did really like the color ( ordered the brown) and material but back it goes.",0,-1,1,1,,
"A good part of my closet is filled with retailer clothes. i mix them with my basics, scarves and jewelry. so, i immediately thought of a dozen ways this kimono could jazz up anything from skinny jeans to slip dresses, even though i felt it was pretty pricey. when it arrived, i was more than disappointed in the cheapness of the fabric. it does nothing for any of my intended clothes, so it is going back asap.",-1,,-1,,,-1
"This is one fabulous-looking dress; however, the really scratchy neckline at the lace edge was a deal-breaker for me. i even tried sizing up, to see if that would help, but it was still too scratchy for me.",-1,,,,-1,
Loved loved loved the shirt but...the material was so thin,0,,-1,,,
"I agree with other reviewer, the material of these jeans is not the same! thin, stretches, and you end up pulling them up all the time. i am a short, curvy girl and would love to have the old jean fabric back! this seems to be the trend in jeans?nydj also uses this fabric?stretches too much.",-1,,-1,,,
I really wanted to like this shirt the quality is amazing and much prettier in person but it is hard to take care of. if you wash it the wrinkles are horrible so it has to be dry clean only. also the back is ridiculously long it looks very odd from the side view.,-1,-1,1,,1,
"I loved the colors (especially the pink) and thought this would be really pretty. however, when i received it, its much shinier with is a very thin material and is a bit of a retro in a not nice way feel to it. i also found it huge. normally, i wear an xxsp or a 00p (for reference i am 5'2, 30e and 24 in waist. i tried both the xxsp (fit better but was too short) and the xxs (too large). i had hoped this would have more shape and would be more fitted, but its definitely not.",-1,-1,-1,,,
"I bought this in size xl. it ran much shorter & smaller than is typical for this brand. i found the arms tighter on me compared to the model's photos. the lace itself was pretty, intricate and washed well. i wish this shirt had worked but i ended up donating it after wearing it a couple times. the cropped length and close-fit just didn't work on me. i thought the sleeve shape was pretty. with just a little more material, this would have been a favorite. i hope it works well on whoever receives i",0,-1,,,1,
"These pants look beautiful when you first see them. it goes downhill from there. the waist is very small in relation to the rest of the pants. it felt fine when pulled up, but it is a struggle. i could get past that, but when i looked in the mirror, i could see right through them. no lining and not very thick material for this price!!! a real bummer, especially since it was a birthday gift.",-1,-1,-1,,,-1
"This dress has beautiful lines. i loved the design on the material, but the fabric looked very cheap & even was already snagged when it arrived. unfortunately, i must return it.",-1,,-1,,1,
"I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m, which is my normal retailer size, but couldn't move my arms. took it back, was going to try in a l, but store didn't have any. for the price, i need to be able to move my arms!",-1,-1,,,,-1
"The color is a nice cool red and the material is very soft. but the dress left me feeling shapeless and the bell sleeve overtook it. i wanted to love it, but it just wasn't working for me. i'm 5'8"" and purchased a s. it fits true to size, however it was loose around the waist and just wasn't complimentary on me. this will have to go back.",0,1,1,1,-1,
"I'm a rather small person--5'2"", about 100 lbs, 32a bust. i typically take a 24p/00p/xxs. knowing how retailer's sizing is a bit all over the place, i ordered this tee in both xxs and xs, planning to return the size that was less preferred. imagine my surprise when i try on one of the tees and i barely can get it on; imagine my further surprise when i realize that the xs is the tee that was so clingy. now i realize that this is supposed to be a body-skimming tee, but even as petite as i am, i coul",-1,-1,,,,
"I purchased this shirt in blue hoping it would be a basic add-on to my wardrobe. it's been about a month and i have since washed and worn it twice. the color is now fading and i found a hole in the front of the shirt! i'm not sure if its the fine fabric that caused it to tear, but i washed it on gentle cycle and didn't do anything that would have warranted a tear. sadly this did not serve up to its purpose. i wouldn't suggest paying the price tag or even sale price for an item that i don't expect",-1,,-1,-1,,-1
"This dress looked great on the hanger, but once on, it did absolutely nothing for me.

navy is one of my most flattering colors, but the navy in the dress did not make up for the yucky second color that was so blah it just reminded me of dirt. that second color made me look drab.

i am 5'8"" with a long torso and wear a size 12 in tts tops and dresses, but the waist on this dress hit at an uncomfortable spot between by waist and ribs. i really needed the waist to be dropped further. or higher",-1,-1,,-1,,
"I loved the cut and style of this shirt, so was very disappointed when i put it on and it was very tight and slightly see-through. if you do order it, get it in a size larger.",0,-1,-1,,1,
"I ordered this dress in a xs petite. i am 5'0"" 105 lbs. the plaid looks more drab in person and the fit was very frumpy. the wrap style is typically flattering but on this dress, the dress tied above my natural waist and the fit made my hips appear larger. i was pretty disappointed in this little number and will be sending it back. it might work on taller people, like the model, but i would steer clear if you are a petite.",-1,-1,,,,
"Appears much more sleek in the photograph. in real life, this shirt looks more like a pajama top. thin, extremely casual, not worth the price i paid- even in black. will be exchanging it tomorrow.",-1,,-1,0,,-1
I wish this fit me better. i love the inside fur. it is extremely soft but it doesn't look flattering at all. it makes my shoulders look really broad and it was shorter in the length than i wanted. it wanted it fit over my butt (or cover half) and it sits a little below my waist. unfortunately i am taking it back. great idea though.,0,-1,1,,-1,
"I wanted to like this and even considered getting it altered, but just decided to return. it runs big and from the front it looks good, but the back just looked like a big oversized, stretched out tank. it was so comfy on though and not sheer or revealing. so if you're tall, go for it!!",0,-1,1,,-1,
"I was disappointed in this shirt. the color was not the pretty blue pictured, but rather a grayish blue which may look good on a brunette, but not on a blonde. the fabric felt like linen and wrinkled easily. normally, the quality of the fabric is one of my main reasons to buy holding horses, but this one felt cheap. the detail and craftsmanship was beautiful, and i wish this shirt would have worked for me. i waited for it to go on sale and was very excited to receive it. holding horses is one of",-1,,-1,-1,1,
White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,0,1,-1,-1,,1
Unique jacket..... but when i put it on i felt and looked like charlie brown. this will be going back.,-1,,,,-1,
I'm too tall for this. back goes halfway up my back. cannot do much with it other than front tie. fabric is not soft at all. not impressed. returned it.,-1,-1,-1,,,
"These were great pants that fit well, had good rise, perfect stretch for my curves, and i was really happy to get them on sale. (i'm 5'10"", 165lbs, with a pear shape). 

after only three months of occasional wear (about once a week, at most), and following wash instructions perfectly, they started deteriorating. the pockets are becoming unsewn, the fabric has over-stretched in little sections that bunch, and the bottom hem is coming unraveled. these are the most low-quality horrible pants i've",0,,-1,,,
This blouse has such a beautiful print but then it just goes down from there and can't be saved. the fabric is a sheer silk so it comes with an attached camisole that just doesn't lay right underneath. the sleeves are all gathered up and they have a puffy gather at the top that just ruins the whole blouse. i wish it was just a simple popover type blouse because it really is a lovely print. definitely not worth the money even at 1/2 off plus 25-%.,-1,,-1,,-1,-1
"A beautiful sweater and very flattering on.  the stock photos do not do it justice.  but, i had to give it only 2 stars because it was so itchy that i couldn't even keep it on in the dressing room for more than a minute.",-1,,-1,,1,
"Like most people here, i wanted this beautiful dress to fit. so, i decided to see for myself if maybe, just maybe the negative reviews were wrong. they weren't. if you have any sort of breasts at all, the top probably won't fit properly. i imagine a narrow upper torso, like a 32 or 33, possibly a 34 might find the top part of the dress closes properly, but with a 36 c, i could not get a size 12 to button up. the waist hit at a strange spot, and despite the picture showing a narrow waist and grad",-1,-1,,,,
My usual size was a bit large and baggy in most areas but the bust was sooo soo small. the button popped and i had barely moved. do not recommend this one for anyone with a bust. the detailing is very pretty though for someone that can make this work.,-1,-1,,,,
This hoodie was too thin. you can see right through it. i returned it.,-1,,-1,,,
"I'm 5'-4"", 130 lbs with a 32f chest. this dress looked like a cross between little house on the prairie and a mu mu. i can't imagine this looking good on anyone who isn't 7' tall. also, the straight across, rather high neck line wasn't flattering to a large chest and then the arm holes are huge. the fabric was a bit shiny and felt cheap. it wasn't see through but it had the feel of a nightgown, not a hundred dollar dress.",-1,-1,-1,,-1,
"This dress fit so oddly. i tried on two different sizes and both did this super unflattering poochy thing at the belly. the dress wasn't tight at my hips in either size, it was just that there was weird extra fabri right around the midsection that stuck out. maybe i was too short? couldn't figure it out. 

the color and detailing are beautiful though! a little tight in the bust.",-1,-1,,,,
"I would have kept this dress if it weren't for the giant arm holes and reveal my entire bra on both sides. other than that, it looks just like it does on the model and is a nice, substantial material.",0,-1,1,,,
"Maybe i shouldn't have sized up to an xl but i'm not sure a smaller size would have solved the weird fit. the vee is quite low and i'm busty. it'll be really low if you're smaller on top. the fit from back to front where it ties looked horrible on me. not tight at all. it's almost balloon like around the hem and from the side view, i looked like a really wide green apple. i hate leaving a bad review because i know someone may love it but i wouldn't recommend it.",-1,-1,,,-1,
"I originally bought this dress in the store. however, it ended being a size too big. so, i reordered the smaller size online (although it was backordered for a month). when it arrived, i noticed the sleeves were not cinched (like they are in the picture as well as the original dress i had purchased in-store). i thought maybe it had been a fluke so i returned the dress and reordered it again because it is a great dress. the second one just arrived and the sleeves are not cinched as well. this may",-1,-1,,,,
"As soon as i saw this dress online i loved it and ordered it! unfortunately it just didn't work for me, i tried it in a small, medium and large. for reference i'm 5'2"", 145lbs, 36d. the dress is really pretty in person, but i looked like a little girl in it. my daughter who is 4'9"", 100lbs, 34a, also tried it on and she too looked like a little girl in it. the material is beautiful along with the detail at the neckline, however the neckline is not open like in the picture, it's more pushed toget",0,-1,1,,1,
"These socks were so narrow, especially on top, that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow, i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",-1,-1,-1,,,
"If you are thinking about purchasing this dress without trying on in person, i bet you aren't going to be happy with it. for a physique that is 5' 3"" and 115lbs, this dress is not too short. however, the back key hole design is just not flattering. i felt like clothes in the back shoulder area is not fitted well and the zip up closure is not all the way zipped up even though it was so.",-1,,,,-1,
These look nothing like the picture! they are super high-waisted & longer than they look in this picture. i felt as if i was wearing a pair of jeans from the 90's that just fit terribly. i thought they were going to be a pair of cropped wide legs & they are far from it. the color was also much lighter than shown in picture. super unflattering & just not for me. they're going back...,-1,-1,,-1,-1,
Bought this based off the reviews here but this was a miss for me. the colors weren't as vibrant as pictured and the waist in this dress is huge. not flattering and it went back. i buy an retailer dress every week so i just exchanged this one for another one i loved. not hard to do at all,-1,-1,,-1,,
"This sweater/jacket looks just like the photo in real life, but the inside is so scratchy. i physically recoiled when trying it on as the interior of the sleeves feels like sandpaper. unlined and uncomfortable. no thank you!

should you choose to proceed, i found the fit tts. i'm 5'8, wear an 8/10 and the medium worked for me.",0,1,-1,,,
"Maybe it's my curves or the way i'm only 5'4"" but this was a hot mess on me! it is soooo long and cut to low for my 36d chest. it is slim and the cut usually is flattering but somehow this dress was anything but! it is really shiny and the material is heavier than anticipated for warm weather. if you are super tall and skinny with no boobs, go for it! had to send back!",-1,-1,-1,,-1,
"I wanted to love this shirt so much! i got this as a gift for christmas in the black. the first time i wore the shirt 3 of the buttons on the back fell off. keep in mind that they are not decorative and they held the shirt together. needless to say i was not so pleased to have my shirt fly open from the back. retailer and their amazing customer service took this shirt back no problem, but i wanted to give the fair warning!",-1,,,,,
"I was looking for a dress for playing cello at my friend's wedding. the colors looked perfect, the cut was great, etc. very disappointed to find out how sparkly and scratchy the dress was in person, and sad that the slit came right to my knee, which is a really weird height. sadly returning - might purchase again if it goes on sale and i can't find anything better before the wedding :(",-1,-1,-1,1,1,
