Review Text,Sentiment,Fit,Fabric,Color,Style,Cost
"I just received this top - it is stunningly beautiful, however, i will be returning it as it is very large. i am tall at 5'8"" and typically wear a size 4. i purchased this in the size s but it was very large. i should have read the reviews about sizing before ordering, although i think both the xxs and xs were already sold out.",0,-1,,,,
"Perfect semi-dressy summer top, that could definitely go year round. love the buttons up the back. it's flows but the slight peplum keeps it from looking tent like. love this so much i ordered another in black.",1,,,0,1,
I love this top. i found it to be true to size. i usually wear a size large or extra large and the size large fit well. i really appreciate that the armholes are not gigantic and don't show underthings. i bought the navy/black and find that a navy cami works well under it. i like this with casual pants and jeans under an open front sweater for now and think it will be nice with a linen skirt or shorts in warmer weather. this is not a style i would usually wear but i found the two tone lace very,1,1,,0,,
The picture doesn't do this justice. this top is amazing in person. i purchased my regular size 2. it is very versatile and the colors are perfect as well as cut and material. worth the money,1,1,1,1,1,1
"This is a gorgeous blouse!  the quality is exceptional- beautiful, soft silk. the pattern is lovely, the shape and design is spot on!!  finally!  a lovely tie neck blouse that fits well and is made well. i'm a busty mama and my the size 2 fits perfectly. thank you retailerpolgie for a gorgeous piece of clothing!",1,1,1,,1,
"This skirt runs very large--even in the petite line. there was also no shape to the skirt (at least as it looked on my body). the color was nice (in the pink-grapeish hue), but ultimately the skirt just looked like a tent on my body (00p).",0,-1,,0,-1,
This top is so cute.  i love it and get tons of compliments on it.,1,,,,1,
This shirt is so cute with skinny jeans and crossbody bag! i am 34b so i did not have the issue with the cut of top at the bustline. love it!,1,1,,,1,
"I love this blouse, but after i got it i decided i really didn't need another white long blouse. it was more of a want than a need. very stylish and comfy with nice neckline. i love retailer anything. i'm obsessed with this store and every single thing in it. even the smell just makes me happy when i enter the doors.",1,,,,1,
"I love this top. the seam does go across the bustling but if you are small chested like me...it is perfect. very bohemian and an almost classic look with a very contemporary twist. there are splits up the side that show off a great pair of leggings. i wore this today with some lysee black and grey patterned leggings, a long grey camisole, and some cute short free people booties...i may have gotten 20 compliments. love it.",1,0,,,1,
"I purchased a small in this dress. 5'6"" 34d. i could have gone with a medium if i wanted to wear a bra. this dress is not meant to be worn with one. it fit much better without. i liked the regular length as the dress is supposed to be a midi. this dress screams ""summer"" to me.",1,1,,,1,
"I really like this shirt but it's a bit maternity. i don't mind some extra fabric around the stomach area but there is a lot here. i'm 5' 7"" about 125 and i think it makes me look like i might be hiding a little secret. since i'm done having kids, it has to go back. 
it's also somewhat see through and had i kept it, i would have worn a tank top underneath.
as long as these things don't bother you, it really is cute!",-1,-1,-1,,1,
Love this big top...! will be great for hot summer days.,1,,,,,
"I ordered the top from a store to have it shipped. 
it is very pretty but once on, it fit the wrong way. i got a small because i know that this designer tends to run tight across the bust. 
the shoulder was too rounded for this neck line. sleeves should have been either longer or sleeveless. the empire waist even on a smaller busted woman like myself was cut too high.",-1,-1,,,-1,
"The fabric is so soft and completely lined; the straps are adjustable.
this is the best summer dress ever!!! so comfortable and easy to just throw on. goes with a multitude of colors for your sandals and bags. i love this dress!
i'm 5' 7"", 137 lbs., and ordered a size medium, with plenty of room around the bust; no worry about arm holes being too big because you adjust the straps to suit your body. i love the below the knee length. i like comfy but you could easily size down.
nice embroidery",1,1,1,,1,
I loved the idea of this summer top flowing in the breeze... then i got it and the sleeves did not give as much slack as i would have hoped #spandex so #returned!,-1,-1,,,1,
"I've been looking for a great long, loose, versatile vest for some time, and this is just about perfect. it's slightly heavier than i would have preferred (i'm in a warm climate), but it excels in every other way. it looks so much better on than it does on the hanger, and can be dressed up or down. definitely a steal on sale!",1,,0,,1,
"The colors are amazing. so vibrant and plentiful. the arm holes are fairly generous but not bad. i think it just adds to the loose fitting nature of the dress. i got a medium.. i'm 170 with a small chest. medium is my norm for maeve. the buttons in the back are difficult, you need help getting on, but getting off you can do solo. this dress makes your shoulders look really good!! it sits in a very flattering way.",1,1,,1,,
This blouse has a very cute style. the ruffles are really nice but why does it have to be so sheer? there is no way i could wear this to work without a cami. it also felt slightly on the small size - almost too tight for my normal size.,-1,-1,-1,,1,
"So comfy, great quality, not see thru at all, has a liner that you cant even tell is there. wish it was a little smaller- got an xxsp but going to keep it anyway, dont need a bra.",1,0,1,,,
"Wow. i just love this dress. it hangs beautifully and is such a great length. shoulder straps adjustable, simple button closures in back. i wore it dressed up a bit with a sweater and then again more causal without. i got it on sale so it fit even better!! :)",1,,,,1,
"The material of the dress is gorgeous, but the armholes droop much too low under the arms. in addition, i am fairly broad shouldered and the cut across the chest is too narrow, exposing your ""chicken wings"" in an unflattering way. this is gorgeous on the model, so i would say narrow shouldered girls should order a size down and give it a shot!",0,-1,1,,-1,
I love these pants but they run super big and still stretch after wearing. i am usually a 2/ 26 and had to get a 0. also the pocket flaps stick up on the corners and ironing doesnt help.  still comfortable but i would have never paid full price for these if i had known.,0,0,,,-1,-1
"This vest is so cute and flattering. these pictures don't do it justice. you must see it in person and try it on. it only has a small percentage of wool in it, so it could easily be worn in the spring/summer with a tank.",1,,0,,1,
"I'm a vest lover of all shapes, lengths and styles so i had big plans for this vest.  in the end, the pockets ended up ruining the lay and line of this vest.  they are too bulky and end up pulling at the front of the vest, drawing your eye to the pockets and not the neckline.  i agree with previous reviews that it could be worn into spring- i wouldn't wear it in summer.  the fit is loose, i thought the medium arm holes were large for my frame- 5'8"" 140#.  overall i sent it back.",-1,-1,,,-1,
"This vest is awesome - the photo does not do it justice. you can dress it up or dress it down. great materials used. does run big, so select one size down!",1,-1,1,,1,
"Love the look of the pant! would have given more stars if it had arrived wearable. the pockets all had a corner stuck folded up, requiring washing or ironing before i can even wear them. worried that they will constantly have that issue.",1,,,,1,
This dress is very well made. the fabric is thick enough for winter weather and is great for work or a nice party. i do not think the arm openings are too large at all.,1,,1,,1,
"The fabric on this dress is gorgeous. i wish it was tailored a bit more because as it is, it looks like a muumuu. i wish it would have fit better, but i returned it.",0,-1,1,,,
Love the movement of the blouse and how it falls. great quality material.,1,,1,,,
"This is a pretty dress, but it runs at least one size too large. the silk is of good quality. it would be good for somebody who is slim and tall.",0,-1,1,,,
"This is a great light, free flowing top for the summer. i agree with the other reviewers that the top section hits in a weird area, but if you are small busted, you won't be affected. it can be dressed up or down with jewelry and offers a whimsical option to a plain white blouse for the summer!",1,,1,,0,
"Bought this shirt on a whim, and it surpassed my expectations. just enough business, just enough pleasure. i wore it with high waisted skinnies and wedges and stopped counting the compliments! excited to try it in other ways. it's summery in print, but fall ish in color, so i think i can get even more use out of it in the next few months.",1,,,1,1,
"This blouse is a beauty! i love the hemline across the bust and all the flowy fabric that drapes in front and in back. i love the long length and the side slits. the wide hemline at the bottom is lovely. the cotton is soft and light and as amazing to wear as it is to look at. it makes me feel beautiful just having it on. be aware the fabric is sheer and requires a tank, but i don't mind as it is both pretty and comfortable. i sized up, which fits how i like. i never tried it on in my normal size",1,0,0,,1,
I have several pilcro jeans in a size 26 that fit great but these ended up being just a little bit too tight in the thigh area to make the style of the jeans looks right. going to return for a larger size. nice material though!,0,-1,1,,,
"I had been eyeing this top online, decided to hit my local retailer to try it on! it is an adorable spring tunic!
i think it runs a size larger then your usual size. for reference, i am 5'7"" and 139 pds, small busted, and i bought a size 6, fits perfect. i will machine wash and hang to dry. happy with my purchase!",1,0,,,1,
"Not sure why some people did not like the fit. i am a ""d"" and yes the seam sits along bust, but not in a weird way. love this shirt, its adorable.",1,1,,,1,
"I love this top it is cute with shorts, capris and jeans. it's really comfortable but looks put together and stylish.  great for running errands to drinks with the girls. a good transition piece into fall with a light cardigan.",1,,,,1,
"My favorite white blouse ever.
i was hesitant, but really love it. it makes me think of summer, flowers, paris.... it's so soft and comfortable. yes, the cut is different and took a moment to get used to... but i like that. and it looks better on. imo. i can see this getting worn a lot on hot summer southern days. i've been on a hunt for a great white blouse for a long time. tres chic!",1,1,1,,1,
This is a must have! way cuter in person. love the look and feel. it runs large so size down. it's more cream than white,1,-1,,-1,1,
"Saw this in the store and had to have it after i tried it on. it's shape is unique, it's very ""floaty"" and looks awesome with skinny cropped jeans & chunky sandals. 
the ""empire"" does hit across the breast line, not below. i thought it added to the different shape, & didn't look odd on me. i am 5'6"" so it might overwhelm a petite frame.",1,,,,1,
"Hey hei hei! where did your side buttons go on this design? on all of the other hei hei's i own there are two or three very cute side buttons at the hips in belt area with a matching also cute cloth strip attached so that when the pant becomes too lose at the waist you can tighten it up a notch. 

i bought the sky & yellow in these pants in a size 10. i am 158 lbs and 5'6."" when i first put these on they fit just like i want them too (a bit of a boyfriend pant feel, not too slouchy), but witho",1,1,,,-1,
I wanted to add my two cents because i was worried when ordering the pants from previous reviews that they would be to tight as it had been suggested they run small. i didn't find that to be the case and think they run true to size,1,1,,,,
"Love these pants. the perfect cuffed crop pant for the summer. lightweight, cool, and comfortable. fun pocket details. i typically wear a 26 and bought a 2 in these. within a short time, they were slipping a bit low on the waist. that's my only frustration. they are a loose fitting pant but they shouldn't slip off the waist. perhaps a 0 would fit better. these weren't in my local store (an hour away), so i ordered online. perhaps i'll try ordering another color in both the 0 and 2. i would sugge",1,0,1,,1,
Love this top! tried it on in the store & loved it more. it's a great transitional piece with rich colors. the top is sheer so will need to layer with a camisole. haven't worn yet so can't speak to how well it will wash.,1,,-1,,,
"I really liked the fabric and look of this top, but i was swimming in fabric.  there was so much that the top felt heavy.  i returned it.",0,,1,,-1,
"Probably not for everyone but boy do i love it and i've gotten loads of compliments on it! looks best with skinny jeans, would be good with leggings also.

i am 5'7"", 155# and bought a size 10, fits perfectly!",1,1,,,1,
I saw this dress in store. at first i was not impressed because it was shapeless on but i added a belt and it was so much better. i styled it with my leather wrap around ada belt. looks great with a jean jacket or a leather jacket to make it look more chic.,1,,,,-1,
"I wanted to love this top. perfect weight, length, and shape. unfortunately, the seam goes right through the bust and just does not look right. if you are tiny on top, this will be lovely on you.",0,1,,,0,
"I didn't notice this dress online but it jumped out at me at the store.  i sized down to a small as the bust and arm area seemed very loose in  medium.  (36b). it's very comfy and beautiful.  i tried it with  a belt,  but quite honestly  it doesn't need one and it looks so much nicer without one.  not sure about what bra to wear ...likely strapless , or as one person said. .none.",1,0,,,1,
"The fabric of the pants is a great thickness so the pants have a very nice look. the fabric is smooth, not jean material. for me this is nice because though they have weight to them, the pants are not hot and can be used to dress up or down, much more versatile than jeans. these pants are very fitted through the hips but then fall very nicely. i am not a big fan of capri length yet i really love these! i have already enjoyed wearing these out and they look fabulous with any type of wedge or heel",1,1,1,,,
"This may be one of the cutest items that i have every owned! runs big, i am a 4 and the 0 fits perfectly.",1,-1,,,,
"These photos do not do the vest any justice. i randomly saw this in the sale section at my local retailer. tried it on and it was super cute, but i did the whole ""walk away, maybe you'll forget about it"" thing. that did not happen. i ran back to retailer on my lunch break the next day, and thank goodness, there was still one left in my size. it actually drapes in a flattering way, and it looks polished. it's so versatile. i would not have looked for this vest based on these photos, but i'm telling y",1,,,,1,
"So i thought this sweater would be snowy white, but it's actually a beige kind of dingy color. i do not mean that it's unattractive, i do like it, just because it is not snowy white like i thought, it makes it more of a casual sweater in my opinion and i was hoping for a dressy sweater. it is very super soft and is as long as it is pictured. it fits like a dolman sweater which i did not expect either. it's a bit fitted around the very bottom and sleeves are billowy at the top.the picture does no",0,-1,1,,-1,
"This top runs very large. i am a size 12/14 & purchased the size l. i could have easily fit in the size m. it's a pretty top in a comfortable knit fabric , but the size was overwhelming so i returned it.",0,-1,1,,,
"Love the cotton knit, for the comfort, but from a distance this blouse looks dressier. the embroidery adds a nice flare. personally, i was happy that this is long enough to cover my bottom, as it gives it a nice lean look with skinny jeans and pants. i found that it ran a little bit, but choose to keep the size i ordered anyway.",1,1,,,1,
"I had 3 shirts from clearance in my hand but put them back to get this shirt. it's perfect! great with skinnies/sandals for the spring, or boots/leggings for the fall. great for layering and so versatile...i will get more wear out of this than my 3 clearance shirts combined. i like the slit in the side, it makes flowy while also preventing it from looking like a maternity shirt. the only thing i would like is if the shirt was a little less see-through. it's not bad, but i will definitely have to",1,,-1,,1,
Order a whole size down and this may work. i'm normally a 6-8 or a medium but this was huge. ordered the small because i loved the color/design. hopeful!,1,-1,,1,1,
"I adore a good vest, so when i saw this one at my retailer i had to try it on immediately. i don't wear cream often, but the design and weight of this vest is dreamy. i tried it on at the store and i was on the fence. so i bought it, took it home and tried it on with everything. i am a curvy girl, and i wasn't thrilled with how this fit. now its part of the retailer athleisure line, and i could definitely see this being worn post workout with cute workout gear. girls who are tall and thin, or even w",0,-1,,,1,
"Love these! no bulging, substantive fabric, very flattering cut. i'm 5'7"", 170 lbs, wearing a size 12. these were perfectly cut for me, no pulling, bulging, or weird gathering in awkward areas (we all know what that means).. these will be a true staple for me with a variety of high-heeled sandals, kitten heels, and gladiators - i can't wait to wear them.

my only concern is the fabric and it's ability to repel stains - sometimes the trade off for stretch is easy care. we'll see. i'm willing to",1,1,1,,,
"I love everything about this dress! i love the colors - style and fit. it is so comfortable. i had so many people ask where i got it. 
i usually wear an xs or s in retailerpolgy dresses and i got this in an xs and it was perfect.",1,1,,1,1,
"I love how boho, colorful and comfy this dress is. sometimes you just want to wear your comfiest bra and not worry about a dress that doesn't cover the straps. they were out of the petite small so i went with the small. i am 5' 125 lbs, and it fits perfectly, just more of a midi length. no problemo!",1,1,,1,1,
"Fit is boxy yet flattering and material is sheer but not overly delicate. took my usual size four, i am moderately short waisted.",1,,1,,1,
"I saw this dress and had to have it. it is very cute and comfortable. i have fuller hips, so i'm not sure about the stripe across the widest section of my body. the arm holes are a little gaping as well as other reviewers have mentioned. i bought the medium which fits well everywhere, but the arm holes. i think the small would fit me everywhere, but the hips. so, i'm on the fence of whether to keep it. i do like the dress and it is of good quality; it just may not be the right fit for me. i'm a",0,0,1,,1,
"Beautiful dress, i like the length and cut. nice material. runs a bit big. i think it'll look nice with a belt. great colors.",1,-1,,1,1,
"I saw this blouse referenced online a few times and have a weakness for white blouses, so off i went to my local retailer. this blouse turned out to be delightful! my thoughts: i would say it fits true to size, as a 0 fits me perfectly in the shoulders. it is a flowy tunic blouse that has a high skit, so it's not possible to wear this as a dress (it is very sheer too). i do think this blouse is designed for the line to hit below the bust, so my incredibly flat chest works in this. if you have even",1,1,-1,,1,
"Nice dress, but the leather seats of my car were ruined when the sharp metal beads on the back made deep scratches~ not fun at all. now i must carefully take them out, bad design feature.",0,,,,-1,
"I got lots of compliments on this dress as expected. the arm holes are a little large, meaning low. but other than that i love it.",1,-1,,,,
"I normally am a xl or size 18 in fabric tops (if they're not knit and do not stretch.) but, this looked to be a bit boxy and so i bought the 16 and it fit fine. it fit like on the model....tailored, but loose and not really a lot of fabric or boxy.

now, the fabric is stiff. and, it's sheer. but, the pockets land where your breasts are. so, i wore this with a nude bra and it's just like in the photo. there are peeks but you don't see anything. however, if this is for work, i'd put a cami under",0,1,-1,,,
"I saw these in my local retailer and loved them on the hanger. when i tried them on, not so much. the material is a pretty substantial white denim and very stretchy (i didn't find them to be that smooth of a fabric, but more of a traditional denim texture). i am a 6-8 in pants, and normally wear a 27 in pilcro denim. when i tried on the size 27 in the store, i found them to be very tight in the thighs - and i don't have big thighs. i also found the pants to pull conspicuously across the crotch are",-1,-1,1,,,
"I'm taking this to hawaii for the holidays, i'm wearing it with black calf length tights and a black belt. it is fine without tights, i just like that look. it is a really great dress.",1,,,,1,
"The details on these capris are adorable - the stitching and side ribbon detail, the fit, weight of the fabric, everything is fantastic. i got the taupe and moss green because i couldn't decide. i wish they came in more colors. fit, for me, was true to size, i usually wear a 2 to a 4 (size 26 to 27 in denim) and got the 2 because i wanted them to be more fitted. they stretched a bit after wear, but not so much that they were too baggy. i will live in these, this summer. if you want a more fitted",1,1,1,,1,
,,,,,,
"I love love love this top! so flattering and comfortable- looks great with jeans, leggings, or i totally plan to use it as a beach cover-up as well. they only had medium left (i usually get xs/s) but it was still as flattering and i usually like my clothes on the roomy side!",1,,,,1,
"Yes it is boxy, but by design. because it is a shorter length and sheer it isn't an issue for me even as a petite. it has a bit of an ethereal look on as if it's just floating on your body. what doesn't show well in online pictures are beautiful chartreuse, charcoal & white threads running throughout the design. this adds to the classy look of this top.
great to dress up jeans or with a dressy pencil skirt for a night out.",1,,,,1,
"I bought this top in hopes of getting a lot of wears out of it as we transition from summer to fall. the color is a pretty rust color perfect for fall, but also great for late summer. i love the leaf print, and the dark buttons on the sides really take the top to the next level. i love wearing this top with my high-waisted flare jeans, i get tons of compliments when i wear this top! it is definitely sheer, which i like, so i wish that it came with its own detachable camisole (the reason i took a",1,,-1,1,1,
"If i could wear this top every single day, i would. this is the white flowy top i've been dreaming of; but better! the fabric is so lightweight and breathable. i can wear this on a cool spring night with a scarf, skinny jeans & ankle boots, or on a hot summer day with shorts/skinnies and sandals. you can dress it up or down. be aware that the chest hem is at a non-traditional height; not quite above or below the breasts. however, i think it looks flattering on both small-chested and busty women.",1,,1,,1,
I have three pairs of these in different colors (one pair is striped) and i love them. they are flattering and comfy. they go with nearly everything. can't get enough!!!!!,1,1,,1,1,
"I really wanted to like this shirt, but it made me look 9 months pregnant. which would be fine if i were pregnant.  it sits wired in the bust and flows out in the front and back. not flattering at all.",-1,-1,,,-1,
"Very unique, beautiful piece.  drapes well, accentuates curves in a classy way.  this is an eye catcher.  definitely.",1,,,,1,
This vest is great. i'm wearing with my red striped turtleneck dress i got on sale here. i can see this going with so many outfits. mainly those dresses that might feel a little tight around butt and hip area- this will cover it all. worth full price imo. tts. i'm a 10 and this in m is perfect.,1,1,,,,1
"I ordered this online in a sz 4, perfect fit and very comfortable. the side slits make it even more interesting since jeans or leggings will show!",1,1,,,,
"This dress pops! gorgeous colors and simple, classic flowy design. i thought it ran a little big, i ended up with xs for best overall fit in chest and a more streamline flow. 34b for reference.",1,-1,,1,1,
The shirt does have a weird yellow tinge as other reviewers have described. i could get over that if the shirt was a flattering fit which it was not. not worth the money so i returned it.,-1,-1,,-1,,-1
"This top is so soft and with a henley neck opening and longer ribbed shirttail hems, it not only feels heavenly against the skin but it gives off a casual chic vibe. it is also great for layering under shorter sweaters and sweatshirts to give my staples a little oomph. it is a bit sheer so cami is a must. i am also not sure how well it will hold up after washings, especially since it's priced quite high. i love it so much that i will most probably end up keeping it it is true to size. i ordered",1,1,0,,,-1
"I bought this as a ""reward."" i have wanted a leather jacket forever and i truly love this. goes with so many things; tons of compliments. soft, comfortable material.",1,,1,,,
"I really liked this top the minute i saw it online, long enough and elegant at the same time. i'm 6 ft tall and i like to wear my stuff loose & have my back well covered. i usually get m/l depending on the fabric and style, got this top in l. this top however turned out to be larger than expected, there is plenty of room on the sides, and that bottom part is made of a thinner cotton material. the fabric of the top is not as soft as it may look, but the pullover is still very cute, maybe after fe",1,-1,-1,,1,
"I was on the fence about keeping but the more i tried it on, the more i liked it. i feel like it will be a great winter casual top the reason i was on the fence was because its pretty big. i'm 5'4 and 108 and the xs is pretty voluminous on me. it's just so darn different and feminine though that i'm going to live with the fact that there is so much material. i think it is still cute. the fabric is also really soft on the inside so it will be cozy too.",1,-1,1,,1,
I agree that the color in the picture online is lighter but i bought it from the store and really like that it isn't just another off-white sweater. it fits true to size and i love the quality. it is really beautiful!,1,1,1,-1,1,
I bought this to go with the pants they had online & i love them together. the sweater seems thin for the price but i still love it.,1,,,,,-1
"I absolutely love this dress. the color is beautiful and saturated, the fit is spot-on and so flattering. i ordered my usual size 10 - for reference i am 5'9"", 170# 34f bra and 40-41"" hips. i love this brand!",1,1,,1,,
"This top is really cute - a light sweater with a feminine lace detail. i would recommend it if you're looking for a flowy, feminine top to wear before it gets really cold out. the only reason i didn't give it 5 stars is because the material is a little prone to pulls and snags. i wore it once and got a pull from my cross body bag. thankfully, i was able to manipulate the threading and the pull is almost unnoticeable. but just know that it's a pretty delicate sweater and you'll have to be careful",1,,-1,,1,
"I ordered this in size xl and it is now a favorite of mine. the sleeves are tighter on me than pictured. i've had great luck with this brand and was a little surprised that the sleeves were cut tighter than typical. the material has a little give so i was able to stretch that out a bit. everything else was true-to-size. the sleeves are a little long but i don't need to cuff them.

the lace detail & the peplum are so pretty. it's a perfect option for cold weather. it did shrink a little, even wit",1,0,0,,1,
"I bought this cardigan online and loved it as soon as it arrived. i bought it on my usual small but it fit very big. this is a nice unusual looking cardi and has a very sporty style , so i wouldn't use it in the office. the material is very soft and slightly on the thin side. i am 5'4"" and 160lbs. i had to return it because the small was too big and couldn't find a xs at the store or online.. size down.",0,-1,0,,1,
"This is a cute casual dress. i've received many compliments and wear it a lot. i deducted one star because the dress is pilling in some places (mostly expected friction areas, but others as well). also the back of the dress started to rip at the stress points for the button up area. i mended it, but it should have been reinforced to begin with for a dress at the original price point.",1,,-1,,,
"Failed to read website description that vest is polyester shearling-lined.that's on me.

beware: pockets decorative only.

runs a size small due to fact vest is polyester shearling-lined.",0,-1,,,,
"I love this dress ! my husband loves this dress on me !
i ordered on line, it did not come in my usual 4, and it was only in petite. i ordered the 0petite. it fits fine, a little shorter than expected, but i am 5'2"" so it is fine.
very well made and lined.",1,1,1,,1,
"Saw this online when it first came up and thought it looked lovely. i purchased a different pleated dress and decided i didn't need a second pleated dress. was at my local retailer and they had one pink dress in a size 4 and a blue in a 0. decided to try them both on. the zero actually fit perfectly and at the sale price i had to have it. the material is beautiful, little details like the ruffled hem are lovely. one i will wear for years. thinking about getting the link but the blue is lovely. i'm",1,-1,1,,1,
"This dress is beautiful. it is not meant to be super form fitting so in my opinion it was true to size altho i could see how others may want it to be more so in which case, size down. it came wrinkled but they make it in petite so they are forgiven and the material is such that i'm not sure how it could be prevented.",1,1,0,,1,
"Such a pretty fall sweater. nice fit. wore it once out shopping and it snagged :( had to return, sadly.",0,1,-1,,1,
,,,,,,
"Snags very very easily.  i hadn't even gotten to take the tags off and it rubbed against another item and snagged! so disappointed as it is a beautiful top, lovely color and beautifully detailed! i'm so disappointed i was hoping to keep it but will be sending it back.",0,,-1,1,1,
"I was very hesitant about this. i read the previous reviews and thought oh no. the first time i saw it in person i was mildly disappointed because the material wasn't how i thought it would be. then i saw it up close, and i realized it was better than i thought. however, i didn't have time to try it on.

it wasn't until later when i saw it on someone else that i realized i was looking at a must have. i am so happy i purchased this. its beautiful and flattering and the colors are bright yet und",1,,,1,1,
"I absolutely loved this dress and when i received it, it was exactly the way it looked/fit online. the material is so pretty and the fit was amazing. it was a bit wrinkled, but i'm used to ironing things, so that didn't bother me. unfortunately, i had to return it though because of the color. i'm filipino, and this yellow just isn't flattering on someone with dark/tan skin. yellow is a tricky color for me to begin with, but this was more of a mustard yellow and just totally wrong for my coloring",1,1,,0,,
This is a wonderful vest! i love the lining!! keeps you nice and warm! i love the muted green color! the pockets are sewn closed but can be cut open at the stitching without ruining the vest!!,1,,1,1,1,
I love this shirt but it was huge! i ordered a small and i was drowning in it. unfortunately i had to return it.,-1,-1,,,,
"This dress is not form fitting and some might consider it a little ""shapeless"". however, the color is stunning, the quality is great, and its a great dress for a wedding where you want to stand out but not have to worry about anything too constricting. great for dancing the night away - the under layer and frill at the bottom are perfect. i am very pleased with this purchase!",1,-1,1,1,1,
"The color of this dress is gorgeous and i really wanted to love it. but, it was awful. i am 5'9'' and the length was fine. the problem is the lack of shape which made me look 50 - 100 lbs heavier than i am. it would make a great maternity dress since that is what it already looks like.",-1,,,1,-1,
"This dress is a good casual summer dress. the material is thin and feels nice on. the dress was very wrinkled when it arrived but that came out very easily and the fabric doesn't really wrinkle easily after initial wash and steam. the color is very vibrant and the fit is loose. however, if you have a larger chest (i'm a 34c), the hook and eye closure dones come undone. overall a good purchase. it looks good with a belt as well.",1,-1,1,1,,
"Awful color, horribly wrinkled and just a mess...so disappointed",-1,,-1,-1,,
"I loved this dressy ruffle sweatshirt. i am long waisted and these often look too short on me but this one fit perfect and actually accentuated my curves in a good way as opposed to making me look ""puffy!""",1,1,,,1,
"I wanted to love this sweater but it is a return. it is a very weird fit, very thick, rug-like material and unfitted. the shoulders are bulky, the top is big and the booty is small. i am 5'2"", 34c and typically wear a small. the arms were very long, way too long. i will say other than that the top was true to size, may look okay on someone who had a larger chest and a smaller bum!",-1,-1,-1,,,
This is a real cute vest that is also soft and comfy to wear. love it!,1,1,1,,,
Very pretty top. however you absolutely need to try it on before ordering. fit well in the chest area but way too big in the sides - i looked pregnant. had to return.,0,-1,,,,
"I found this skirt beautiful for year round wearing.  it's lined and tts.  i usually wear a size 4 and this fit well.  some might say it runs big but i like skirts to sit a bit lower on my waist and this gave me a good 2 inches in length.  i'm 5'3"" and 119# and it hit me just above the knee.  i paired it with the back tie embroidered top by akemi & kin because the blue of the embroidery in the shirt was beautiful with the blue in the skirt.  it will also go with a cropped creme turtleneck i have",1,1,1,,,
"I love this dress. the length is great and the dress just feels great. the material is raw silk (which i love) and the sizing does run a tad large, but with the make of the dress. i can lose weight and still wear the dress. well made and the buttons in back are super cute.",1,-1,1,,1,
,,,,,,
"Love trying things outside my usual style, thought this might look like a sack but fell in love! looks effortless, easy to accessorize, dress up or down & comfortable. keeper! want to try it with platform sneaks for casual look.",1,,,,1,
,,,,,,
"I ordered a size 4, my usual size is a 4 or 6. the tunic fit well through the torso, but the arm length was too short and hit just below the elbow. the sleeve interfered with arm bending and moving. i have petite proportions so the arm length of regular size garments is usually too long. i don't want to go up in size because the body of the tunic might be too roomy.",0,-1,,,,
"Bought this in pink for a wedding this summer. the dress detail is noted as a ""swing silhouette"" & should be perfect for twirling on the dance floor. the bit of orange under layer peaking out from underneath is just the right amount of contrast to the bright pink. a pair of heels will make this dress look perfect!",1,,,1,,
,,,,,,
"This vest is super cute! i'm 5'5"" 120 and usually wear an xs at retailer, i have this in a small and it fits perfectly, fits snug when zipped, my usual xs would have definitely been too tight. would definitely recommend!",1,-1,,,,
This vest is super cute on. it definitely has kept me warm this winter.,1,,1,,,
"Completely oversized top, size medium was swimming on me.....boxy, baggy, shapeless -- what more can i say? even in an xs this would not have fit in any way like the photo, returned.",-1,-1,,,-1,
This sweater is a dull off white color. it looks old fashioned. don't get.,-1,,,-1,-1,
"I tried this on in the store and the colors and fabric are terrific. it's very light-weight fabric but isn't see-through. the colors are medium in depth, not too bright. if you typically wear ""cool"" colors and avoid browns, you may be able to wear this because the brown is very muted. there's two strings inside that you tie around your waist to pull the bust of the dress in. i'm 5'4"" and 125 lbs, so there's simply too much fabric in the dress. i would have bought a petite. the tag says it's avai",0,,1,1,,
This dress has a beautiful color and design. however it runs too big. i'm usually between size 2 or 4 on antropologie's cloths. i had to size down to size 0 to get a more fitted look like the model.,0,-1,,1,1,
"I found this piece very boxy and not very feminine. i tried to make it work but i just wasn't feeling it the material is thin and the design is boring. unfort, it wasn't for me.",-1,,-1,,-1,
"I thought this top looked adorable. and the material was soft. tops like these don't usually look great on someone who is a little bit busty, it can make you look fat or like you're wearing maternity. but the real issue was the arm holes were large and seemed to gape a bit. it just didn't look flattering. even if you wore a cute, lacy bandeau bra, the way the material sticks out around the arm holes would still look awkward. too bad, since it is a cute top, and well made.",0,-1,1,,1,
"I really liked this cardigan when i saw it today. the cut and detail in the back is slimming and very flattering. i love the idea of the safety pin closure, and i really like how the model wears it in this photo-open with the pin on the side. when i saw this in-store, it was closed in the front with the pin, which i also like. i thought for sure the cardigan was also pinned in back when i saw it in the model, so it looked fantastic. however, when i tried it on myself, it wasn't quite the same.",0,-1,,,1,
"I purchased this jacket in a pxs, as i am 5'2"" and 110lbs. the sleeve length is perfect! the fabric is soft and lightweight, which is perfect for living in southern california. i don't feel any itchiness either. the rest of the jacket fits me perfectly and hits right at the top of my hips. 


there are two cute grommets on each side at the bottom by the hem, which add nicely to the look. i like how the sleeves are ribbed, giving it a comfy sweater feel. there's also two zippered pockets, whic",1,1,1,,1,
"Great cardigan. love the tie on the back of the collar. excited i was able to get the blue on sale. definitely runs big, but the small fits me well!",1,-1,,,1,
